Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
PISATRINA AMP 160MG-800MG/3ML CAJA X 6 AMP (TRIMETRIM-SULFA) PISA,205.45,Insuaminca,0,0,0
PITO DE PLASTICO X1 UND MODERPLAST,58.66,Insuaminca,0,0,0
PLAVIX 75MG X 14 TAB (CLOPIDOGREL) SANOFI,173.84,Insuaminca,0,0,0
PLEXAMIN JARABE  X 120 ML SIEGFRIED,75.07,Insuaminca,0,0,0
PLIDAN COMPUESTO SOL INY I.V./I.M. X 1AMP (PROPINOX CLORHIDRATO / CLONIXINATO DE LISINA) MEGALEABS,95.77,Insuaminca,0,0,0
"POENTOBRAL GEL OFT 0,3% X 5MG (TOBRAMICINA) POEN",111.89,Insuaminca,0,0,0
"POENTOBRAL SOL OFT 0,3% X 5ML (TOBRAMICINA) POEN",113.95,Insuaminca,0,0,0
POLANTAC ANTIACIDO X 30 TAB POLINAC,73.49,Insuaminca,0,0,0
POLANTAC X 10 TAB (ANTIACIDO) POLINAC,37.14,Insuaminca,0,0,0
POLANTAC X 20 TAB (ANTIACIDO) POLINAC,57.68,Insuaminca,0,0,0
POLIFIX X 22 G EN POLVO POLINAC,65.08,Insuaminca,0,0,0
POLIFIX X 56 G POLINAC,110.91,Insuaminca,0,0,0
POLI-OTICO 5ML SOL GOTAS (DEXAMETASONA / NEOMICINA / POLIMIXINA) ROWE,88.66,Insuaminca,0,0,0
POLVOS DE TALCO BORICADO 200GR  BIOFARCO,52.15,Insuaminca,0,0,0
POMADA AZAHARES X 60 G RECETTEMARK,76.08,Insuaminca,0,0,0
POMADA DE ARNICA X 60G RECETTEMARK,72.41,Insuaminca,0,0,0
POMADA DE AZUFRE AL 5% 60GR  RECETTEMARK,74.25,Insuaminca,0,0,0
PORTA PASTILLAS DIARIO AM/PM  INSUAMINCA,37.93,Insuaminca,0,0,0
PORTA PASTILLAS SEMANAL INSUAMINCA,41.09,Insuaminca,0,0,0
PRABISO 5MG X 30TAB (BISOPROLOL) ADN MEDICAL,22.13,Insuaminca,0,0,0
PRAFENAC 100MG X 10TAB (ACECLOFENACO) ADN MEDICAL,14.22,Insuaminca,0,0,0
PRALINA 75MG X 14 CAP (PREGABALINA) BIOTECH,45.83,Insuaminca,0,0,0
PRAOME-ES 40 MG POLVO I.V. X 5 ML (ESOMEPRAZOL) ADN MEDICAL,22.92,Insuaminca,0,0,0
PRAVANCO 500 MG AMP (VANCOMICINA) ADN MEDICAL,48.68,Insuaminca,0,0,0
PRAXONA 150MG X 10 TAB (CARISOPRODOL / DIPIRONA / SALICILAMIDA) ROWE,57.68,Insuaminca,0,0,0
PREDNABENE 15MG / 5ML SOL ORAL X 60ML (PREDNISOLONA) GLOBAL FARMA,134.33,Insuaminca,0,0,0
PREDNISOLONA 5 MG X 30 TAB BLUE MEDICAL,35.56,Insuaminca,0,0,0
PREDNISOLONA 5MG X 10 TAB CAJA X 10 BLISTER LAND,102.73,Insuaminca,0,0,0
PREDNISOLONA 5MG X 10 TAB KMPLUS,10.27,Insuaminca,0,0,0
PREDNISOLONA 5MG X 30 TAB ANGELUS,22.92,Insuaminca,0,0,0
PREDNISONA 15 MG/5 ML SOLUCIÓN ORAL X 100 ML ARTE MEDICO,74.28,Insuaminca,0,0,0
PREDNISONA 5 MG X 10 TAB CAJA X 10 BLISTER DISTRILAB,110.63,Insuaminca,0,0,0
PREDNISONA 50MG X 10 TAB CAJA X 10 BLISTER PORTUGAL,426.71,Insuaminca,0,0,0
PREDNISONA 50MG X 10 TAB CALOX,66.38,Insuaminca,0,0,0
PREDNISONA 50MG X 10 TAB GENCER,69.85,Insuaminca,0,0,0
PREDNISONA 5MG X 10 COMPR SPEFAR,28.45,Insuaminca,0,0,0
PREDNISONA 5MG X 10 TAB CAJA X 10 BLISTER PROVE PHARMA,79.02,Insuaminca,0,0,0
PREDNISONA 5MG X 10 TAB CALOX,20.7,Insuaminca,0,0,0
PREDNISONA 5MG X 10 TAB GENCER,25.76,Insuaminca,0,0,0
PREDNISONA 5MG X 10 TAB ZAKI,7.9,Insuaminca,0,0,0
PREDNISONA 5MG X 30 TAB CALOX,39.51,Insuaminca,0,0,0
PREGABALINA 150MG X 20 TAB NIO PHARMACEUTICAL,52.94,Insuaminca,0,0,0
PREGABALINA 75MG X 20 TAB NIO PHARMACEUTICAL,33.19,Insuaminca,0,0,0
PRELIVAL 150MG X 20 TAB (PREGABALINA) VALMORCA,121.69,Insuaminca,0,0,0
PRELIVAL 75MG X 20 TAB (PREGABALINA) VALMORCA,82.97,Insuaminca,0,0,0
PRESERVATIVO NATURAL X 3UNDS DUOPHARMA,19.8,Insuaminca,0,0,0
PREVERAL CON DEXTROMETORFANO 3MG-15MG/5ML 120ML JBE (PROMETAZINA / DEXTROMETORFANO) VARGAS,80.44,Insuaminca,0,0,0
PRIFOL 5 MG/ML SOL INY I.M. / I.V. CAJA X 10 AMP (ACIDO FOLICO) PRISM,252.86,Insuaminca,0,0,0
PRIMANT 10MG X 10 TAB (MEMANTINA) CAJA X 10 BLISTER PRISM,284.47,Insuaminca,0,0,0
PRISERT 50 MG X  10 TAB CAJA X 10 BLISTER (SERTRALINA) PRISM,165.94,Insuaminca,0,0,0
PRISMADARONE 200 MG X 10 TAB (AMIODARONA) CAJA X 10 BLISTER PRISM,284.47,Insuaminca,0,0,0
"PRISMATREX 2,5MG X 10 TAB CAJA X 10 BLISTER (METOTREXATO) PRISM",347.69,Insuaminca,0,0,0
PRIVAL 160MG X 10 TAB CAJA X 10 BLISTER (VALSARTAN) PRISM,474.12,Insuaminca,0,0,0
PROBENTOL DERMA SPRAY X 50ML CIFARMA,42.67,Insuaminca,0,0,0
PRODIL (DILTIAZEM) 60MG  X 10 TAB CAJA X 10 BLISTER PRISM,205.45,Insuaminca,0,0,0
PROGEST 200MG X 30  CAPS ELEA,481.23,Insuaminca,0,0,0
PROGESTERONA 100MG X 30 TAB KMPLUS,157.25,Insuaminca,0,0,0
PROGESTERONA 200MG X 30 TAB CLEO,199.13,Insuaminca,0,0,0
PROGESTERONA 200MG X 30 TAB KMPLUS,197.55,Insuaminca,0,0,0
PROKIDS X 30 SOBRES CALOX,98.08,Insuaminca,0,0,0
PROLASTAT 0.5MG X 4 TAB (CABERGOLINA) SIEGFRIED,150.14,Insuaminca,0,0,0
PROLASTAT 0.5MG X 8 TAB (CABERGOLINA) SIEGFRIED,252.86,Insuaminca,0,0,0
PROMEDINA 2MG-7.5MG/5ML SOL ORAL X 120 ML (DEXTROMETORFANO / CLOROFENIRAMINA) VARGAS,77.6,Insuaminca,0,0,0
PROPRANOLOL 40MG X 20 TAB BIOTECH,45.83,Insuaminca,0,0,0
PROQUETA 100MG X 10 TAB (QUETIAPINA) CAJA X 10 BLISTER PRISM,189.65,Insuaminca,0,0,0
PROSOLVIT GOTAS 15ML (COMPLEJO B) MEGALABS,99.72,Insuaminca,0,0,0
PROTECTIVE MASK (MASCARILLA KN95 NEGRAS) CAJA X 10 PCS INSUAMINCA,39.51,Insuaminca,0,0,0
PROTECTOR SOLAR LOCION HAWAIIAN TROPIC KIDS SPRAY X 240ML 50+FPS,189.93,Insuaminca,0,0,0
PROTECTOR SOLAR UMBRELLA KIDS SPF 50+ 120G MEDIHEALTH,329.25,Insuaminca,0,0,0
PROTECTORES DIARIOS ACTIVA SEC X 40 UDS BULTO POR 12 PAQ PHARSANA,356.57,Insuaminca,0,0,0
PROTECTORES DIARIOS ALWAYS CON PERFUME X 18 UNDS P&G,25.67,Insuaminca,0,0,0
PROTECTORES DIARIOS ALWAYS SIN PERFUME X 18 UNDS P&G,25.67,Insuaminca,0,0,0
PROTECTORES DIARIOS FRIENDS MANZANILLA 12 PAQ X 40 UNID PHARSANA,333.65,Insuaminca,0,0,0
PROTECTORES DIARIOS FRIENDS TELA SUAVE 12 PAQ X 40 UNID PHARSANA,326.32,Insuaminca,0,0,0
PROTECTORES DIARIOS FRIENDS TELA SUAVE 8 PAQ X 60 UNID,291.49,Insuaminca,0,0,0
PROTECTORES DIARIOS KOTEX ANTIBACTERIAL X 15 UNDS,19.62,Insuaminca,0,0,0
PROTECTORES DIARIOS KOTEX ANTIBACTERIAL X 50 UNDS,57.75,Insuaminca,0,0,0
PROTECTORES DIARIOS KOTEX MEGA PACK X 50 UNDS,47.66,Insuaminca,0,0,0
PROTECTORES DIARIOS KOTEX PURO Y NATURAL X 50 UNDS,58.66,Insuaminca,0,0,0
PROTECTORES DIARIOS KOTEX ULTRA FLEXIBLE X 15 UNDS,18.33,Insuaminca,0,0,0
PROTECTORES DIARIOS NOSOTRAS MEGAPACK X 150 UNDS MULTIESTILO,148.49,Insuaminca,0,0,0
PROTECTORES DIARIOS NOSOTRAS MEGAPACK X 150 UNDS NORMAL,123.75,Insuaminca,0,0,0
PROTECTORES DIARIOS X 20 UDS NUBES,19.25,Insuaminca,0,0,0
PROTECTORES DIARIOS X 40 UDS NUBES,35.02,Insuaminca,0,0,0
PROTEINA HUEVO SABOR A CHOCOLATE X 250 GR LIFESYSTEM,193.41,Insuaminca,0,0,0
PROTEINA HUEVO SABOR A VAINILLA X 250 GR LIFESYSTEM,212.66,Insuaminca,0,0,0
PROTIDINE 10MG X 10 TAB (LORATADINA) CAJA X 10 BLISTER PRISM,79.02,Insuaminca,0,0,0
PROVICAR 1GR/10ML SOL. X 180ML (L-CARNITINA) ELMOR,125.64,Insuaminca,0,0,0
PROVIM X 20 GRAGEAS (VITAMINAS Y MINERALES VIT A / D / B1 / B2 / C) PLUSANDEX,46.94,Insuaminca,0,0,0
PROVUNI 10MG X 28 TAB (MEDROXIPROGESTERONA) UNIPHARMA,132.75,Insuaminca,0,0,0
PROVUNI 5MG X 30 TAB (MEDROXIPROGESTERONA) UNIPHARMA,88.5,Insuaminca,0,0,0
PROXETINE 20 MG X 10 TAB CAJA X 10 BLISTER (FLUOXETINA)  PRISM,86.92,Insuaminca,0,0,0
PROXIME 750MG X 5 COMP (LEVOFLOXACINA) LETI,71.91,Insuaminca,0,0,0
PRURICA CREMA RECTAL 5GR/1GR X 20GR (POLICRESULENO - CINCOCAINA) MALLEN,134.33,Insuaminca,0,0,0
"PRURICA X 7 SUPOSITORIOS (POLICRESULENO 100MG - CINCOCAINA 2,5MG) MALLEN",134.33,Insuaminca,0,0,0
PYLOOCAIN UNG HEMORROIDAL X 30GR (BETAMETASONA-FENILEFRINA-LIDOCAINA) GALENTIC,58.79,Insuaminca,0,0,0
QUADRIMER BETAMETASONA 1% FLUCONAZOL 2.5% GENTAMICINA 1% CREMA X 20G BOOZ,42.51,Insuaminca,0,0,0
QUANOX 0.6% GOTAS 5ML (IVERMECTINA) SIEGFRIED,64.8,Insuaminca,0,0,0
QUEIMALIVE SULFACETAMIDA SODICA 74MG-TROLAMINA 20 MG X 30 G CIFARMA,41.09,Insuaminca,0,0,0
QUERCETOL 500MG X 10 TAB (CICLONAMINA) SIEGFRIED,96.4,Insuaminca,0,0,0
QUETIAPINA 100MG X 30 TAB NIO PHARMACEUTICAL,64.01,Insuaminca,0,0,0
QUETIAPINA 200MG X 30 TAB NIO PHARMACEUTICAL,104.31,Insuaminca,0,0,0
QUETIAPINA 25MG X 30 TAB NIO PHARMACEUTICAL,29.24,Insuaminca,0,0,0
QUETIVAL 25MG X 30 TAB (QUETIAPINA) VALMORCA,131.02,Insuaminca,0,0,0
QUINCHONCHO 300MG X 30CAP (SINUSITIS Y RINITIS) HERBAPLANT,41.09,Insuaminca,0,0,0
QUINOCORT SUSPENSION OFTALMICA 5ML (CIPROFLOXACINA / DEXAMETASONA) OFTALMI,65.11,Insuaminca,0,0,0
"QUINOFTAL 0,3% X 5ML (CIPROFLOXACINA) OFTALMI",58.47,Insuaminca,0,0,0
QUINOMAX SOL OFT 0.50 % X 5 ML (MOXIFLOXACINA)  OFTALMI,74.28,Insuaminca,0,0,0
"QUINOTIC HC SUSP OTICA 0,2%-1% X 5ML (CIPROFLOXACINA / HIDROCORTISONA) OFTALMI",85.18,Insuaminca,0,0,0
RANITIDINA JBE 75MG/5ML X 100ML JMW,85.34,Insuaminca,0,0,0
RARIVIT IMUNO X 30 COMP LABORATORIOS GLOBO,52.15,Insuaminca,0,0,0
RECOLECTOR DE HECES PAQUETE X 25 UDS H.M.D,73.33,Insuaminca,0,0,0
RECOLECTOR DE ORINA PAQUETE X 25 UDS H.M.D,104.5,Insuaminca,0,0,0
RECOLECTORES DE HECES X 25 UND MODERPLAST,73.33,Insuaminca,0,0,0
RECOLECTORES DE ORINA X 25 UND MODERPLAST,104.5,Insuaminca,0,0,0
"RECOPEP-T PIPERACILINA TAZOBACTAM 4,5MG I.V MEDICAMENTOS ASIA",97.19,Insuaminca,0,0,0
"RECTANYL 0,05% CREMA X 30GR (TRETINOINA) GALDERMA",403.0,Insuaminca,0,0,0
REDOZINC X 10 COMPR EFERV. (VITAMINA C 1GR - ZINC 10MG) PORTUGAL,47.41,Insuaminca,0,0,0
REDUBEN 100MG X 10 TAB (NIMESULIDE) COFASA,80.6,Insuaminca,0,0,0
REDUGRAS 500MG X 30 CAP BEHRENS,142.24,Insuaminca,0,0,0
REFLUXYL 0.400G-0.375G/15ML SUSP ANTIACIDO ANTIREFLUJO X 120ML (BICARBONATO DE SODIO / ALGINATO DE SODIO) ZUOZ PHARMA,173.53,Insuaminca,0,0,0
REHIDROSOL SUERO S/FRAMBUESA 45mEq/L X 600ML BEHRENS,53.73,Insuaminca,200,200,2000
REHIDROSOL SUERO S/FRESA 45mEq/L X 600ML BEHRENS,53.73,Insuaminca,0,0,0
REHIDROSOL SUERO S/MANZANA 60mEq/L X 600ML BEHRENS,57.68,Insuaminca,0,0,0
REHIDROSOL SUERO S/UVA 45mEq/L X 600ML BEHRENS,53.73,Insuaminca,0,0,0
RELNEX 5MG X 30 COMP (NEBIVOLOL) SNC,145.4,Insuaminca,0,0,0
REMDESIVIR 100MG I.V (MAVER) MTI MEDICAL,316.08,Insuaminca,0,0,0
REMINAL 20MG X 30 COMPR (ENALAPRIL) LETI,34.77,Insuaminca,0,0,0
"REMINALET 20MG - 12,5MG X 30 COMPR (ENALAPRIL) LETI",75.86,Insuaminca,0,0,0
REPELENTE AVISPA TUBO 100G CREMA INTERCOS,37.4,Insuaminca,0,0,0
REVERSAIR 5 (MONTELUKAST) 5MG X 10TAB ACI,22.28,Insuaminca,0,0,0
RHELEN ARNICA MONTANA PLUS ROLL-ON X 90 GR INTERVIT,43.08,Insuaminca,0,0,0
RHELEN ARNICA MONTANA PLUS X 240 GR INTERVIT,75.16,Insuaminca,0,0,0
RHELEN ARNICA MONTANA SIN MENTOL ROLL-ON X 90 GR INTERVIT,37.58,Insuaminca,0,0,0
RHELEN ARNICA PLUS CRISTAL 100GR,50.41,Insuaminca,0,0,0
RHELEN ARNICA PLUS CRISTAL 250GR INTERVIT,78.83,Insuaminca,0,0,0
RHELEN ARNICA PLUS TARRO X 250 GR INTERVIT,78.83,Insuaminca,0,0,0
RHELEN ARNICA PLUS X 100 GR INTERVIT,47.66,Insuaminca,0,0,0
RHELEN ARNICA SPRAY X 120 ML INTERVIT,53.16,Insuaminca,0,0,0
RHELEN GEL COOL ICE PARA MASAJE AZUL X 250 GR INTERVIT,51.33,Insuaminca,0,0,0
RHELEN GEL COOL ICE PARA MASAJE VERDE X 250 GR INTERVIT,69.66,Insuaminca,0,0,0
RICA CHICHA FORTIFICADO 400GR NESTLE,52.76,Insuaminca,0,0,0
RIDAL 3 MG X 20 TAB (RISPERIDONA) ROWE,104.46,Insuaminca,0,0,0
RIFAMIX 550MG X 10 COMPR (RIFAXIMINA) LETI,228.37,Insuaminca,0,0,0
RIKITI CAJA 5 UNDS X 130GR NESTLE,238.73,Insuaminca,0,0,0
RINGER LACTATO 19 SOL INY 500ML BEHRENS,52.94,Insuaminca,0,0,0
RISPERID 2MG X 30 COMPR (RISPERIDONA)  MEGALABS,81.55,Insuaminca,0,0,0
RISPERID 3MG X 30 COMPR (RISPERIDONA) MEGALABS,107.47,Insuaminca,0,0,0
RISPERIDONA 1MG X20 TAB NIO PHARMACEUTICAL,15.17,Insuaminca,0,0,0
RISPERIDONA 2MG X 20 TAB CALOX,57.53,Insuaminca,0,0,0
RISPERIDONA 2MG X20 TAB NIO PHARMACEUTICAL,21.34,Insuaminca,0,0,0
RISPERIDONA 3MG X20 TAB NIO PHARMACEUTICAL,33.19,Insuaminca,0,0,0
RIVAROXABAN 10MG X 30 COMPR SPEFAR,53.58,Insuaminca,0,0,0
RIXIGAL 100MG/5ML SUSP ORAL X 100ML (RIFAMIXINA) PHARMETIQUE,219.68,Insuaminca,0,0,0
RIXIGAL 400 MG X 6 TAB (RIFAXIMINA) PHARMETIQUE,232.32,Insuaminca,0,0,0
ROCARNIN 10% SOL ORAL X 120ML ( L-CARNITINA) RONAVA,61.0,Insuaminca,0,0,0
RODILLERA DOBLE ARTICULADA AZUL TALLA M FORMA ELASTICA,1175.12,Insuaminca,0,0,0
RODILLERA ROTULAR TALLA M FORMA ELASTICA,1057.79,Insuaminca,0,0,0
RODILLERA UNIVERSAL BEIGE TALLA S FORMA ELASTICA,330.9,Insuaminca,0,0,0
RONADOL 500MG X 10 TAB CAJA X 10 BLISTER (PARACETAMOL) UNIPHARMA,55.31,Insuaminca,0,0,0
RONAVIT X 20 CAP (VITAMINAS B12/B1/B6) RONAVA,36.82,Insuaminca,0,0,0
ROSUVASTATINA 10MG X 10 TAB CAJA X 10 BLISTER PROVE PHARMA,126.43,Insuaminca,0,0,0
ROSUVASTATINA 10MG X 10 TAB LA SANTE,49.78,Insuaminca,0,0,0
ROSUVASTATINA 20 MG CAJA X 30 TAB ANGELUS,54.52,Insuaminca,0,0,0
ROSUVASTATINA 20MG X 10 TAB LA SANTE,53.73,Insuaminca,0,0,0
ROVARTAL 20MG X 30 COMPR (ROSUVASTATINA) MEGALABS,118.69,Insuaminca,0,0,0
ROWELUK 10MG X 10 COMPR (MONTELUKAST) ROWE,32.4,Insuaminca,0,0,0
ROWELUK 4MG X 10 COMPR MAST. (MONTELUKAST) ROWE,24.81,Insuaminca,0,0,0
ROWELUK 5MG X 10 COMPR MAST (MONTELUKAST) ROWE,33.66,Insuaminca,0,0,0
SABILA JBE NATURAL X 120ML SOMA,58.47,Insuaminca,0,0,0
SACARATO FERRICO AMP 20MG/ML X 5ML I.V CAJA X 5 AMP (HIERRO) ALCISTA,209.4,Insuaminca,0,0,0
SAL DE EPSOM SOBRE DE 10GR X1 FARMAX,7.11,Insuaminca,0,0,0
SAL DE EPSOM SOBRE DE 20GR X1 FARMAX,11.85,Insuaminca,0,0,0
SAL DE EPSON SOBRE X 20GR LYA,34.93,Insuaminca,0,0,0
SAL DE EPSON X 20GR PAQ X 6 SOBRES F.S.I,107.47,Insuaminca,0,0,0
SAL DE HIGUERA SOBRE DE 10GR X1 FARMAX,7.11,Insuaminca,0,0,0
SAL DE HIGUERA SOBRE DE 20GR X1 FARMAX,11.06,Insuaminca,0,0,0
SAL DE HIGUERA X 20GR PAQ X 6 SOBRES F.S.I,107.47,Insuaminca,0,0,0
SALICIS ACIDO SALICILICO 1% CREMA X 20 G BOOZ,19.28,Insuaminca,0,0,0
SALMETEROL / FLUTICASONA 25MCG/250MCG INHALADOR X 120 DOSIS ALFA,139.08,Insuaminca,0,0,0
SALPIFAR PARACETAMOL 1G/100ML X 1 FCO,267.09,Insuaminca,0,0,0
SALRES 100MCG INHALADOR 200 DOSIS (SALBUTAMOL) DEVA,109.84,Insuaminca,0,0,0
SANALO 3ER PASO CREMA FACIAL 30G,37.22,Insuaminca,0,0,0
SANALO 3ER PASO CREMA FACIAL 55G,57.2,Insuaminca,0,0,0
SARIFAN COMPOSITUM 0.01G-0.25G X 20 TAB (HIOSCINA / DIPIRONA) RONAVA,95.93,Insuaminca,0,0,0
SAVER 500MG X 5 COMPR (AZITROMICINA) ELMOR,43.46,Insuaminca,0,0,0
SAX SOLUCION DUCHA VAGINAL 135 ML C/CANULA VAG BIOTECH,45.83,Insuaminca,0,0,0
SAXACID DUCHA VAGINAL X 135ML NATURISSIMA,45.83,Insuaminca,0,0,0
SBMIEL KID´S JARABE SABILA MIEL X 120 Ml (EXPECTORANTE NATURAL)BIOFAR,54.52,Insuaminca,0,0,0
SCALP #19 IMSUMEDICAL,1.26,Insuaminca,0,0,0
"SCALP 21 G X 3/4"" X 100 UND BIO-MERCY",175.99,Insuaminca,0,0,0
SCALP VEIN PERICRANEAL 21 G X 100 UNIDS GDG GIDAGUS,166.89,Insuaminca,0,0,0
SECNIDAZOL 1 G X 2 TAB COLMED,23.07,Insuaminca,0,0,0
SECNIDAZOL 1 G X 2 TAB GENCER,36.98,Insuaminca,0,0,0
SECNIDAZOL 1GR X 2 COMPR SPEFAR,42.83,Insuaminca,0,0,0
SECNIDAZOL 1GR X 2 TAB CALOX,39.98,Insuaminca,0,0,0
SECNIDAZOL PVO P/ SUSP ORAL 125MG/5ML X 30ML CAPLIN POINT,71.12,Insuaminca,0,0,0
SECNIDAZOL TAB 500 MG X 4 COFASA,17.38,Insuaminca,0,0,0
SECNIDEX 500MG X 4 TAB (SECNIDAZOL) PLUSANDEX,20.07,Insuaminca,0,0,0
SECUREZZA POST PARTO PREMIUM 12 PAQ X 10 UNID (TOALLAS CLINICAS) PHARSANA,306.16,Insuaminca,0,0,0
SECUREZZA POST PARTO TALLA U 12 PAQ X 10 UNID (TOALLAS CLINICAS) PHARSANA,317.15,Insuaminca,0,0,0
SECUREZZA PROTECTOR DE CAMA TALLA U X 10 UNIDS PHARSANA,88.91,Insuaminca,0,0,0
SEDACONS 100MCG/ML 2ML X 1 AMP (DEXMEDETOMIDINA) BEHRENS,143.03,Insuaminca,0,0,0
SEDIVAL X 30TAB SIEGFRIED,76.65,Insuaminca,0,0,0
SELENE 400 UI - 70MCG  X 30 CAP (VITAMINA E + SELENIO) VIVAX,82.18,Insuaminca,0,0,0
SENOLAX JARABE 120ML (JARABE DE SEN) FARMAGENIK,41.56,Insuaminca,0,0,0
SERLINE 100MG X 10 COMPR (SERTRALINA) ROWE,100.2,Insuaminca,0,0,0
SERLINE 50MG X 10 COMPR (SERTRALINA) ROWE,60.85,Insuaminca,0,0,0
SERTRALINA 100 MG X 20 COMP SPEFAR,46.31,Insuaminca,0,0,0
SERTRALINA 50MG X 10 COM GENVEN,33.98,Insuaminca,0,0,0
SERTRALINA 50MG X 10 TAB ARTE MEDICO,17.38,Insuaminca,0,0,0
SERTRALINA 50MG X 10 TAB LA SANTE,33.98,Insuaminca,0,0,0
SERTRALINA 50MG X 10 TAB LATTAN MEDIC,25.29,Insuaminca,0,0,0
SERTRALINA 50MG X 100TAB CAJA X 10 BLISTER PHARMA COLINA,99.57,Insuaminca,0,0,0
SERTRALINA 50MG X 30 COMP SPEFAR,43.78,Insuaminca,0,0,0
SERTRALINA 50MG X 30 TAB CLEO,38.72,Insuaminca,0,0,0
SERTRALINA 50MG X10 TAB NIO PHARMACEUTICAL,16.59,Insuaminca,0,0,0
SERTRASIL COMPUESTO 10MG+125MG(PROPINOX+ LISINA)X 20 TAB GLOBAL FARMA,125.64,Insuaminca,0,0,0
SERUM CONTORNO DE OJOS X 30ML CLARESS,250.24,Insuaminca,0,0,0
SESAREN XR 150MG X 15 CAP (VENLAFAXINA) MEGALABS,381.51,Insuaminca,0,0,0
SESAREN XR 75MG X 15 CAP (VENLAFAXINA) MEGALABS,181.27,Insuaminca,0,0,0
SET DE INFUSION BURETA 150 ML PAQUETE X 5 UDS BIO-MERCY,126.43,Insuaminca,0,0,0
SET DE INFUSION BURETA X 150ML CAJA X 10 UNDS DIPHOCARE,302.49,Insuaminca,0,0,0
SET DE INFUSION MACROGOTERO EN Y PAQUETE X 25 UDS BIO-MERCY,142.24,Insuaminca,0,0,0
SET DE INFUSION MICROGOTERO EN Y PAQUETE X 25 UDS BIO-MERCY,158.04,Insuaminca,0,0,0
SHAMPOO DOVE RECONSTRUCCION COMPLETA X 400ML (CABELLO DAÑADO),81.03,Insuaminca,0,0,0
SHAMPOO HERBAL ESSENCES BODY ENVY X 346ML,102.66,Insuaminca,0,0,0
SHAMPOO HERBAL ESSENCES COLOR ME HAPPY X 346ML,102.66,Insuaminca,0,0,0
SHAMPOO HERBAL ESSENCES HELLO HYDRATION X 346ML,102.66,Insuaminca,0,0,0
SHAMPOO HERBAL ESSENCES LONG TERM RELATIONSHIP X 346ML,102.66,Insuaminca,0,0,0
SHAMPOO PALMOLIVE OPTIMS CON KERATINA X 400ML,81.03,Insuaminca,0,0,0
SHAMPOO SEDAL CERAMIDAS X 190ML,36.48,Insuaminca,0,0,0
SIGTIPHIN 200MG X 10 COMP (FLAVOXATO) SIEGFRIED,50.57,Insuaminca,0,0,0
SIGTIPHIN 200MG X 20 COMP (FLAVOXATO) SIEGFRIED,78.23,Insuaminca,0,0,0
SILDENAFIL 50 MG X 4 TAB ARTE MEDICO,13.43,Insuaminca,0,0,0
SILDENAFIL 50MG X 1 TAB LA SANTE,10.27,Insuaminca,0,0,0
SILDENAFIL 50MG X 2 TAB GDG PHARMA,7.9,Insuaminca,0,0,0
SILDENAFILO 50MG X 2 COMP SPEFAR,7.9,Insuaminca,0,0,0
SILDENAFILO 50MG X 4 TAB PORTUGAL,19.76,Insuaminca,0,0,0
SILDEX 100MG X 1 TAB (SILDENAFIL) PLUSANDEX,7.9,Insuaminca,0,0,0
SILDEX 100MG X 2 TAB (SILDENAFIL) PLUSANDEX,12.01,Insuaminca,0,0,0
SILDEX 50MG X 1 TAB (SILDENAFIL) PLUSANDEX,6.95,Insuaminca,0,0,0
SILDEX 50MG X 2TAB (SILDENAFIL) PLUSANDEX,11.06,Insuaminca,0,0,0
"SILIN SOL. GOTAS NASALES X 30ML (CLORURO DE: SODIO, POTASIO Y CALCIO; BICARBONATO) BIOTECH",47.41,Insuaminca,0,0,0
SILLA DE RUEDA PARA PARAPLEJICOS INSUAMINCA,2686.68,Insuaminca,0,0,0
SILLA DE RUEDAS DE NIÑO INSUAMINCA,3002.76,Insuaminca,0,0,0
SILLA DE RUEDAS MEDIANA INSUAMINCA,2773.6,Insuaminca,0,0,0
SILLA DE RUEDAS STAND UNIV DYNAMICS,3397.86,Insuaminca,0,0,0
SILLA DE RUEDAS STANDAR DE ADULTO INSUAMINCA,3081.78,Insuaminca,0,0,0
SILLA DE SANITARIO INSUAMINCA,1106.28,Insuaminca,0,0,0
SIMCHECH DS-6 X 50 TIRAS (TIRAS REACTIVAS) INSUAMINCA,243.38,Insuaminca,0,0,0
SIMETICONA 125 MG CAJA X 10 CAP BIOLAB,23.71,Insuaminca,0,0,0
SIMVASTATINA 40 MG X 10 TAB CALOX,32.56,Insuaminca,0,0,0
SINGRASS ADELGAZANTE X 60 CAP NATURAL PREMIUM,96.4,Insuaminca,0,0,0
SINOVUL X 21TAB ABBOTT,85.34,Insuaminca,0,0,0
SINUTIL 325MG-32MG-4MG/15ML JBE X 90ML VINCENTI,49.78,Insuaminca,0,0,0
SINUTIL 80MG/0.5ML PED GOTAS X 30 ML VINCENTI,48.2,Insuaminca,0,0,0
SINUTIL ANTIGRIPAL DIA/NOCHE X 9CAP FC PHARMA,51.36,Insuaminca,0,0,0
SINUTIL DIA X 10 CAP (ACETAMINOFEN 500MG-CAFEINA 10MG -CLORFENIRAMINA 2MG) FC PHARMA,45.04,Insuaminca,0,0,0
SITADIN M X 30 TAB (METFORMINA 1000MG / SITAGLIPTINA 50MG) GLOBAL FARMA,235.48,Insuaminca,0,0,0
SITAGLIPTINA 50MG + METFORMINA 500MG X 30 TAB ANGELUS,107.47,Insuaminca,0,0,0
